-0.21618,-0.21064,0.21475,-0.15933,-0.34013,113.82,-0.25892,-0.2596,-0.26984,-0.25688,-0.26103,-0.23908,-0.19414,-0.18587,-0.2467,-0.24203,-0.16428,-0.36461,-0.27427,-0.251,-0.26719,-0.26384,-0.16328,-0.23255,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.29338,-0.1747,0.52178,-0.16774,-0.36455,-0.27396,-0.3567,-0.27123,-0.21653,-0.26975,-0.24415
-0.21618,-0.21064,0.30535,-0.15933,617.46,188.67,-0.25892,-0.2596,-0.26984,-0.21218,-0.26103,-0.23908,-0.19131,-0.18587,-0.2467,-0.24203,-0.16428,-0.36461,-0.27427,-0.251,-0.26719,-0.26384,-0.16274,-0.19078,-0.24684,-0.16502,-0.25313,-0.17001,-0.16755,-0.24456,-0.24777,5.9308,2.1771,-0.16774,-0.36455,-0.30843,-0.357,-0.27123,-0.21653,-0.26919,-0.24343
-0.21618,-0.21064,0.21475,-0.15933,-0.34013,134.45,-0.25892,-0.2596,-0.26984,-0.25688,-0.26103,-0.23908,-0.19414,-0.18587,-0.2467,-0.24203,-0.16428,-0.36461,-0.27427,-0.251,-0.26719,-0.26384,-0.16382,-0.25344,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.29338,-0.19893,0.51216,-0.16774,-0.36455,-0.27396,-0.3567,-0.27123,-0.21653,-0.26975,-0.24415
-0.10891,-0.21064,0.75835,-0.15933,58174,-0.26181,-0.25892,-0.2596,-0.26984,-0.18983,-0.26103,-0.23908,-0.19414,-0.18587,-0.2467,-0.24203,-0.16428,-0.36461,-0.27427,-0.251,-0.26719,-0.26384,-0.16436,-0.27433,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.29338,5.9308,-0.26739,-0.19253,-0.36334,-0.2974,-0.357,-0.27103,-0.21653,-0.26975,-0.24415
-0.21618,-0.21064,0.21475,-0.15933,20.888,-0.26181,-0.25892,-0.2596,-0.26984,-0.25688,-0.26103,-0.23908,-0.19414,-0.18587,-0.2467,-0.24203,-0.16428,-0.36461,-0.27427,-0.251,-0.26719,-0.26384,-0.15843,-0.044568,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.29338,5.9308,0.50253,-0.1846,-0.36425,-0.2974,-0.357,-0.27123,-0.21653,-0.26919,-0.24415
-0.21618,-0.21064,0.21475,-0.15933,-0.34013,113.82,-0.25892,-0.2596,-0.26984,-0.25688,-0.26103,-0.23908,-0.19414,-0.18587,-0.2467,-0.24203,-0.16428,-0.36461,-0.27427,-0.251,-0.26719,-0.26384,-0.16328,-0.23255,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.29338,-0.1747,0.52178,-0.16774,-0.36455,-0.27396,-0.3567,-0.27123,-0.21653,-0.26975,-0.24415
-0.17518,-0.21064,1.1207,-0.15933,2.707,52.755,-0.25892,-0.2596,-0.26984,-0.25688,-0.26103,-0.23908,-0.19414,-0.16668,-0.2467,-0.19481,-0.16335,-0.14149,-0.27427,-0.251,-0.26719,-0.26384,-0.16436,-0.27433,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.29338,1.4244,-0.25776,-0.19179,-0.36364,-0.30808,-0.357,-0.27123,-0.21653,-0.26975,-0.24415
-0.15256,-0.21064,0.1921,-0.15933,10.421,57.709,-0.25892,-0.2596,-0.26984,0.14542,-0.26103,-0.23908,-0.19414,-0.18587,-0.2467,-0.24203,-0.15452,-0.36461,-0.27427,-0.251,-0.26719,-0.24623,-0.16436,-0.27433,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.29338,5.0344,-0.26739,-0.19253,-0.3641,-0.30843,-0.357,-0.27103,-0.21653,-0.26843,-0.24415
-0.16013,-0.21064,1.1207,-0.15933,2.7976,15.486,-0.25892,-0.2596,-0.26984,-0.25688,-0.26103,-0.25904,-0.19414,-0.18587,-0.2467,-0.24203,-0.16428,-0.36461,-0.27427,-0.251,-0.26719,-0.26384,-0.16436,-0.27433,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.29338,-0.22315,-0.26739,-0.16774,-0.36455,-0.27396,-0.357,-0.27123,-0.21653,-0.26975,-0.24415
-0.21618,-0.21064,0.30535,-0.15933,2.1519,241.89,-0.25892,-0.2596,-0.26984,-0.25688,-0.26103,-0.23908,-0.19414,-0.18587,-0.2467,-0.24203,-0.16428,-0.36461,-0.27427,-0.251,-0.26719,-0.26384,-0.16436,-0.02368,-0.24684,-0.16502,-0.25741,-0.1704,-0.16755,-0.24456,-0.27628,0.3341,2.1771,-0.16774,-0.36455,-0.30705,-0.35639,-0.27123,-0.21653,-0.26975,-0.24415
